流水號,文章來源或個人分類,加入日期,急迫程度,挑選文章的老師,NOTE,Citation,Citation Update,Author(s)-Last Name,Author(s) -Full Name,Year,Paper Name,Journal name,Journal Abbreviations,Vol.(No.),Page,Symposium,JEL code,keyword,PDF檔名,初稿完成日期,最近更新日期,全文,文章進度,資料夾link,原文link,中文link,check log,check
000504,AER百大,20200304.0,A,賴孚權,AER百大-fcn,29249.0,,MC Jensen,,1986.0,"Agency costs of free cash flow, corporate finance, and takeovers",American Economic Review,AER,76(2),323-329,,,,,2020-04-22 00:00:00,2020-04-22 00:00:00,1,1.0,/volume1/web/DB/000504,"/volume1/web/DB/Jensen (1986)_Agency costs of free cash flow, corporate finance, and takeovers_AER_76(2)_323-329_en.pdf",/volume1/web/DB/Jensen1986_AER_inChinese_20200422_fcn.pdf,2020-07-02 00:00:34.088278,1
000505,AER百大,20200304.0,A,賴孚權,AER百大-fcn,4988.0,,WJ Baumol,,1986.0,"Productivity growth, convergence, and welfare: what the long-run data show",American Economic Review,AER,76(5),1072-1085,,,,,2020-04-20 00:00:00,2020-04-20 00:00:00,1,1.0,/volume1/web/DB/000505,"/volume1/web/DB/Baumol (1986)_Productivity growth, convergence, and welfare what the long-run data show_AER_76(5)_1072-1085_en.pdf",/volume1/web/DB/Baumol1986_AER_inChinese_20200420_fcn.pdf,2020-07-02 00:00:34.088482,1
000506,AER百大,20200304.0,A,賴孚權,AER百大-fcn,9707.0,,PA David,,1985.0,Clio and the Economics of QWERTY,American Economic Review,AER,75(2),332-337,,,,,2020-04-16 00:00:00,2020-04-16 00:00:00,1,1.0,/volume1/web/DB/000506,/volume1/web/DB/David (1985)_Clio and the Economics of QWERTY_AER_75(2)_332-337_en.pdf,/volume1/web/DB/David1985_AER_inChinese_20200416_fcn.pdf,2020-07-02 00:00:34.088680,1
000507,AER百大,20200304.0,A,賴孚權,AER百大-pcn,6511.0,,"C Shapiro, JE Stiglitz",,1984.0,Equilibrium unemployment as a worker discipline device,American Economic Review,AER,74(3),433-444,,,,,2020-03-09 00:00:00,2020-03-09 00:00:00,0,1.0,/volume1/web/DB/000507,/volume1/web/DB/Shapiro and Stiglitz (1984)_Equilibrium unemployment as a worker discipline device_AER_74(3)_433-444_en.pdf,/volume1/web/DB/Shapiro_Stiglitz1984_AER_inChinese_20200309_pcn.pdf,2020-07-02 00:00:34.088887,1
000508,AER百大,20200304.0,A,賴孚權,AER百大-宜澈,3161.0,,OE Williamson,,1983.0,Credible commitments: Using hostages to support exchange,American Economic Review,AER,73(4),519-540,,,,,2020-05-21 00:00:00,2020-05-21 00:00:00,1,1.0,/volume1/web/DB/000508,/volume1/web/DB/Williamson (1983)_Credible commitments Using hostages to support exchange_AER_73(4)_519-540_en.pdf,/volume1/web/DB/rp_Williamson1983_AER_inChinese_20200521_fcn.pdf,2020-07-02 00:00:34.084724,1
000509,AER百大,20200304.0,A,賴孚權,AER百大-pcn,2692.0,,WJ Ethier,,1982.0,National and international returns to scale in the modern theory of international trade,American Economic Review,AER,72(3),389-405,,,,,2020-03-23 00:00:00,2020-03-23 00:00:00,0,1.0,/volume1/web/DB/000509,/volume1/web/DB/Ethier (1982)_National and international returns to scale in the modern theory of international trade_AER_72(3)_389-405_en.pdf,/volume1/web/DB/Ethier1982_AER_inChinese_20200323_pcn.pdf,2020-07-02 00:00:34.084931,1
000510,AER百大,20200304.0,A,賴孚權,AER百大-本華,19231.0,,"JE Stiglitz, A Weiss",,1981.0,Credit rationing in markets with imperfect information,American Economic Review,AER,71(3),393-410,,,,,,,0,0.0,/volume1/web/DB/000510,/volume1/web/DB/Stiglitz and Weiss (1981)_Credit rationing in markets with imperfect information_AER_71(3)_393-408_en.pdf,,2020-07-02 00:00:34.085065,1
000511,AER百大,20200304.0,A,賴孚權,AER百大-pcnn,9276.0,,"SJ Grossman, JE Stiglitz",,1980.0,On the impossibility of informationally efficient markets,American Economic Review,AER,70(3),393-408,,,,,2020-03-09 00:00:00,2020-03-23 00:00:00,0,2.0,/volume1/web/DB/000511,/volume1/web/DB/Grossman and Stiglitz (1980)_On the impossibility of informationally efficient markets_AER_70(3)_393-408_en.pdf,/volume1/web/DB/Grossman_Stiglitz1980_AER_inChinese_20200323_pcnn.pdf,2020-07-02 00:00:34.085344,1
000512,AER百大,20200304.0,A,賴孚權,AER百大-本華,5425.0,,JE Anderson,,1979.0,A theoretical foundation for the gravity equation,American Economic Review,AER,69(1),106-116,,,,,,,0,0.0,/volume1/web/DB/000512,/volume1/web/DB/Anderson (1979)_A theoretical foundation for the gravity equation_AER_69(1)_106-116_en.pdf,,2020-07-02 00:00:34.085481,1
000513,AER百大,20200304.0,A,賴孚權,AER百大-本華,3744.0,,HA Simon,,1978.0,Rationality as process and as product of thought,American Economic Review,AER,68(2),43846,,,,,,,0,0.0,/volume1/web/DB/000513,/volume1/web/DB/Simon (1978)_Rationality as process and as product of thought_AER_68(2)_1-16_en.pdf,,2020-07-02 00:00:34.085610,1
000514,AER百大,20200304.0,A,賴孚權,AER百大-本華,12184.0,,"AK Dixit, JE Stiglitz",,1977.0,Monopolistic competition and optimum product diversity,American Economic Review,AER,67(3),297-308,,,,,,,0,0.0,/volume1/web/DB/000514,/volume1/web/DB/Dixit and Stiglitz (1977)_Monopolistic competition and optimum product diversity_AER_67(3)_297-308_en.pdf,,2020-07-02 00:00:34.085737,1
000515,AER百大,20200304.0,A,賴孚權,AER百大-柏叡,2120.0,,RD Willig,,1976.0,Consumer's surplus without apology,American Economic Review,AER,66(4),589-597,,,,,,,0,0.0,/volume1/web/DB/000515,/volume1/web/DB/Willig (1976)_Consumer's surplus without apology_AER_66(4)_589-597_en.pdf,,2020-07-02 00:00:34.085868,1
000516,AER百大,20200304.0,A,賴孚權,AER百大-柏叡,8717.0,,AO Krueger,,1974.0,The political economy of the rent-seeking society,American Economic Review,AER,64(3),291-303,,,,,2020-06-15 00:00:00,2020-06-15 00:00:00,1,1.0,/volume1/web/DB/000516,/volume1/web/DB/Krueger (1974)_The political economy of the rent-seeking society_AER_64(3)_291-303_en.pdf,/volume1/web/DB/Krueger1974_AER_inChinese_20200615_fcn.pdf,2020-07-02 00:00:34.086090,1
000517,AER百大,20200304.0,A,賴孚權,AER百大-柏叡,6696.0,,SA Ross,,1973.0,The economic theory of agency: The principal's problem,American Economic Review,AER,63(2),134-139,,,,,,,0,0.0,/volume1/web/DB/000517,/volume1/web/DB/Ross (1973)_The economic theory of agency The principal's problem_AER_63(2)_134-139_en.pdf,,2020-07-02 00:00:34.090586,1
000518,AER百大,20200304.0,A,賴孚權,AER百大-柏叡,19156.0,,"AA Alchian, H Demsetz",,1972.0,"Production, information costs, and economic organization",American Economic Review,AER,62(5),777-795,,,,,2020-07-01 00:00:00,2020-07-01 00:00:00,1,1.0,/volume1/web/DB/000518,"/volume1/web/DB/Alchian and Demsetz (1972)_Production, information costs, and economic organization_AER_62(5)_777-795_en.pdf",/volume1/web/DB/Alchian_Demsetz1972_AER_inChinese_20200701_fcn.pdf,2020-07-02 00:00:34.090854,1
000519,AER百大,20200304.0,A,賴孚權,AER百大-柏叡,2912.0,,"PA Diamond, JA Mirrlees",,1971.0,Optimal taxation and public production I: Production efficiency,American Economic Review,AER,61(1),44070,,,,,,,0,0.0,/volume1/web/DB/000519,/volume1/web/DB/Diamond and Mirrlees (1971)_Optimal taxation and public production I Production efficiency_AER_61(1)_8-27_en.pdf,,2020-07-02 00:00:34.091093,1
000520,AER百大,20200304.0,A,賴孚權,AER百大-fcn,9589.0,,"JR Harris, MP Todaro",,1970.0,"Migration, unemployment and development: a two-sector analysis",American Economic Review,AER,60(1),126-142,,,,,2020-04-16 00:00:00,2020-04-16 00:00:00,1,1.0,/volume1/web/DB/000520,"/volume1/web/DB/Harris and Todaro (1970)_Migration, unemployment and development a two-sector analysis_AER_60(1)_126-142_en.pdf",/volume1/web/DB/rp_Harris_Todaro1970_AER_inChinese_20200416_fcn.pdf,2020-07-02 00:00:34.091327,1
000521,AER百大,20200304.0,A,賴孚權,AER百大-fcn,5779.0,,MP Todaro,,1969.0,A model of labor migration and urban unemployment in less developed countries,American Economic Review,AER,59(1),138-148,,,,,2020-04-16 00:00:00,2020-04-16 00:00:00,1,1.0,/volume1/web/DB/000521,/volume1/web/DB/Todaro (1969)_A model of labor migration and urban unemployment in less developed countries_AER_59(1)_138-148_en.pdf,/volume1/web/DB/Todaro1969_AER_inChinese_20200416_fcn.pdf,2020-07-02 00:00:34.091525,1
000522,AER百大,20200304.0,A,賴孚權,AER百大-fcn,5696.0,,WJ Baumol,,1967.0,Macroeconomics of unbalanced growth: the anatomy of urban crisis,American Economic Review,AER,57(3),415-426,,,,,2020-04-17 00:00:00,2020-04-17 00:00:00,1,1.0,/volume1/web/DB/000522,/volume1/web/DB/Baumol (1967)_Macroeconomics of unbalanced growth the anatomy of urban crisis_AER_57(3)_415-426_en.pdf,/volume1/web/DB/Baumol1967_AER_inChinese_20200417_fcn.pdf,2020-07-02 00:00:34.091720,1
000523,AER百大,20200304.0,A,賴孚權,AER百大-fcn,6359.0,,H Leibenstein,,1966.0,"Allocative efficiency vs."" X-efficiency""",American Economic Review,AER,56(3),392-415,,,,,2020-04-18 00:00:00,2020-04-18 00:00:00,1,1.0,/volume1/web/DB/000523,/volume1/web/DB/Leibenstein (1966)_Allocative efficiency vs. X-efficiency_AER_56(3)_392-415_en.pdf,/volume1/web/DB/rp_Leibenstein1966_AER_inChinese_20200418_fcn.pdf,2020-07-02 00:00:34.091951,1
000524,AER百大,20200304.0,A,賴孚權,AER百大-fcn,5483.0,,PA Diamond,,1965.0,National debt in a neoclassical growth model,American Economic Review,AER,55(5),1126-1150,,,,,2020-04-20 00:00:00,2020-04-20 00:00:00,1,1.0,/volume1/web/DB/000524,/volume1/web/DB/Diamond (1965)_National debt in a neoclassical growth model_AER_55(5)_1126-1150_en.pdf,/volume1/web/DB/rp_Diamond1965_AER_inChinese_20200420_fcn.pdf,2020-07-02 00:00:34.092191,1
000525,AER百大,20200304.0,A,賴孚權,AER百大-pcn,8745.0,,"F Modigliani, MH Miller",,1963.0,Corporate income taxes and the cost of capital: a correction,American Economic Review,AER,53(3),433-443,,,,,2020-03-24 00:00:00,2020-03-24 00:00:00,0,1.0,/volume1/web/DB/000525,/volume1/web/DB/Modigliani and Miller (1963)_Corporate income taxes and the cost of capital a correction_AER_53(3)_433-443_en.pdf,/volume1/web/DB/Modigliani_Miller1963_AER_inChinese_20200324_pcn.pdf,2020-07-02 00:00:34.092407,1
000526,AER百大,20200304.0,A,賴孚權,AER百大-fcn,13495.0,,TW Schultz,,1961.0,Investment in human capital,American Economic Review,AER,51(1),43847,,,,,2020-03-25 00:00:00,2020-03-25 00:00:00,0,1.0,/volume1/web/DB/000526,/volume1/web/DB/Schultz (1961)_Investment in human capital_AER_51(1)_1-17_en.pdf,/volume1/web/DB/Schultz1961_AER_inChinese_20200325_pcn.pdf,2020-07-02 00:00:34.092608,1
000527,AER百大,20200304.0,A,賴孚權,AER百大-fcn,4644.0,,HA Simon,,1959.0,Theories of decision-making in economics and behavioral science,American Economic Review,AER,49(3),253-283,,,,,2020-03-30 00:00:00,2020-03-30 00:00:00,1,1.0,/volume1/web/DB/000527,/volume1/web/DB/Simon (1959)_Theories of decision-making in economics and behavioral science_AER_49(3)_253-283_en.pdf,/volume1/web/DB/Simon1959_AER_inChinese_20200330_fcn.pdf,2020-07-02 00:00:34.092809,1
000528,AER百大,20200304.0,A,賴孚權,AER百大-fcn,24839.0,,"F Modigliani, MH Miller",,1958.0,"The cost of capital, corporation finance and the theory of investment",American Economic Review,AER,48(3),261-297,,,,,,,0,0.0,,,,,0
000529,AER百大,20200304.0,A,賴孚權,AER百大-pcn,1365.0,,B Ward,,1958.0,The firm in Illyria: market syndicalism,American Economic Review,AER,48(4),566-589,,,,,2020-03-31 00:00:00,2020-03-31 00:00:00,0,1.0,/volume1/web/DB/000529,/volume1/web/DB/Ward (1958)_The firm in Illyria market syndicalism_AER_48(4)_566-589_en.pdf,/volume1/web/DB/Ward1958_AER_inChinese_20200331_pcn.pdf,2020-07-02 00:00:34.093157,1
000530,AER百大,20200304.0,A,賴孚權,AER百大-fcn,14341.0,,S Kuznets,,1955.0,Economic growth and income inequality,American Economic Review,AER,45(1),43858,,,,,2020-04-07 00:00:00,2020-04-07 00:00:00,1,1.0,/volume1/web/DB/000530,/volume1/web/DB/Kuznets (1955)_Economic growth and income inequality_AER_45(1)_1-28_en.pdf,/volume1/web/DB/Kuznets1955_AER_inChinese_20200407_fcn.pdf,2020-07-02 00:00:34.093384,1
000531,AER百大,20200304.0,A,賴孚權,AER百大-fcn,2076.0,,"JG Gurley, ES Shaw",,1955.0,Financial aspects of economic development,American Economic Review,AER,45(4),515-538,,,,,2020-03-26 00:00:00,2020-04-16 00:00:00,1,1.0,/volume1/web/DB/000531,/volume1/web/DB/Gurley and Shaw (1955)_Financial aspects of economic development_AER_45(4)_515-538_en.pdf,/volume1/web/DB/Gurley_Shaw1955_AER_inChinese_20200416_fcn.pdf,2020-07-02 00:00:34.093649,1
000532,AER百大,20200304.0,A,賴孚權,AER百大-fcn,2168.0,,PA Samuelson,,1952.0,Spatial price equilibrium and linear programming,American Economic Review,AER,42(3),283-303,,,,,2020-04-13 00:00:00,2020-04-15 00:00:00,1,1.0,/volume1/web/DB/000532,/volume1/web/DB/Samuelson (1952)_Spatial price equilibrium and linear programming_AER_42(3)_283-303_en.pdf,/volume1/web/DB/Samuelson1952_AER_inChinese_20200415_fcn.pdf,2020-07-02 00:00:34.093926,1
000533,AER百大,20200304.0,A,賴孚權,AER百大-fcn,1086.0,,JM Buchanan,,1950.0,Federalism and fiscal equity,American Economic Review,AER,40(4),583-599,,,,,2020-03-25 00:00:00,2020-04-23 00:00:00,1,1.0,/volume1/web/DB/000533,/volume1/web/DB/Buchanan (1950)_Federalism and fiscal equity_AER_40(4)_583-599_en.pdf,/volume1/web/DB/Buchanan1950_AER_inChinese_20200423_fcn.pdf,2020-07-02 00:00:34.094192,1
000534,AER百大,20200304.0,A,賴孚權,AER百大-fcn,1015.0,,GJ Stigler,,1946.0,The economics of minimum wage legislation,American Economic Review,AER,36(3),358-365,,,,,2020-03-27 00:00:00,2020-04-24 00:00:00,1,1.0,/volume1/web/DB/000534,/volume1/web/DB/Stigler (1946)_The economics of minimum wage legislation_AER_36(3)_358-365_en.pdf,/volume1/web/DB/Stigler1946_AER_inChinese_20200424_fcn.pdf,2020-07-02 00:00:34.094466,1
000535,AER百大,20200304.0,A,賴孚權,AER百大-fcn,17696.0,,FA Hayek,,1945.0,The use of knowledge in society,American Economic Review,AER,35(4),519-530,,,,,2020-03-25 00:00:00,2020-05-08 00:00:00,1,1.0,/volume1/web/DB/000535,/volume1/web/DB/Hayek (1945)_The use of knowledge in society_AER_35(4)_519-530_en.pdf,/volume1/web/DB/Hayek1945_AER_inChinese_20200508_fcn.pdf,2020-07-02 00:00:34.094736,1
000536,AER百大,20200304.0,A,賴孚權,AER百大-fcn,390.0,,PA Samuelson,,1945.0,The effect of interest rate increases on the banking system,American Economic Review,AER,35(1),16-27,,,,,2020-03-30 00:00:00,2020-05-11 00:00:00,1,1.0,/volume1/web/DB/000536,/volume1/web/DB/Samuelson (1945)_The effect of interest rate increases on the banking system_AER_35(1)_16-27_en.pdf,/volume1/web/DB/Samuelson1945_AER_inChinese_20200511_fcn.pdf,2020-07-02 00:00:34.089157,1
000537,AER百大,20200304.0,A,賴孚權,AER百大-fcn,1104.0,,JM Clark,,1940.0,Toward a concept of workable competition,American Economic Review,AER,30(2),241-256,,,,,2020-04-09 00:00:00,2020-06-16 00:00:00,1,1.0,/volume1/web/DB/000537,/volume1/web/DB/Clark (1940)_Toward a concept of workable competition_AER_30(2)_241-256_en.pdf,/volume1/web/DB/rp_Clark1940_AER_inChinese_20200616_fcn.pdf,2020-07-02 00:00:34.089566,1
000538,AER百大,20200304.0,A,賴孚權,AER百大-fcn,2134.0,,ES Mason,,1939.0,Price and production policies of large-scale enterprise,American Economic Review,AER,29(1),61-74,,,,,2020-04-09 00:00:00,2020-06-18 00:00:00,1,1.0,/volume1/web/DB/000538,/volume1/web/DB/Mason (1939)_Price and production policies of large-scale enterprise_AER_29(1)_61-74_en.pdf,/volume1/web/DB/rp_Mason1939_AER_inChinese_20200618_fcn.pdf,2020-07-02 00:00:34.089899,1
000539,AER百大,20200304.0,A,賴孚權,AER百大-fcn,83.0,,WC Mitchell,,1935.0,Commons on institutional economics,American Economic Review,AER,25(4),635-652,,,,,2020-04-06 00:00:00,2020-05-12 00:00:00,1,1.0,/volume1/web/DB/000539,/volume1/web/DB/Mitchell (1935)_Commons on institutional economics_AER_25(4)_635-652_en.pdf,/volume1/web/DB/Mitchell1935_AER_inChinese_20200512_fcn.pdf,2020-07-02 00:00:34.090165,1
000540,AER百大,20200304.0,A,賴孚權,AER百大-fcn,69.0,,PT Homan,,1932.0,An appraisal of institutional economics,American Economic Review,AER,22(1),44121,,,,,2020-03-31 00:00:00,2020-05-06 00:00:00,1,1.0,/volume1/web/DB/000540,/volume1/web/DB/Homan (1932)_An appraisal of institutional economics_AER_22(1)_10-17_en.pdf,/volume1/web/DB/Homan1932_AER_inChinese_20200506_fcn.pdf,2020-07-02 00:00:34.090447,1
000541,AER百大,20200304.0,A,賴孚權,AER百大-渝均,3500.0,,"CW Cobb, PH Douglas",,1928.0,A theory of production,American Economic Review,AER,18(1),139-165,,,,,,,0,0.0,/volume1/web/DB/000541,/volume1/web/DB/Cobb and Douglas (1928)_A theory of production_AER_18(1)_139-165_en.pdf,,2020-07-02 00:00:34.095075,1
000542,AER百大,20200304.0,A,賴孚權,AER百大-fcn,55.0,,TS Adams,,1928.0,Ideals and Idealism in Taxation,American Economic Review,AER,18(1),43838,,,,,2020-04-01 00:00:00,2020-05-07 00:00:00,1,1.0,/volume1/web/DB/000542,/volume1/web/DB/Adams (1928)_Ideals and Idealism in Taxation_AER_18(1)_1-8_en.pdf,/volume1/web/DB/Adams1928_IJIO_inChinese_20200507_fcn.pdf,2020-07-02 00:00:34.095347,1
000543,AER百大,20200304.0,A,賴孚權,AER百大-pcn,164.0,,WC Mitchell,,1925.0,Quantitative analysis in economic theory,American Economic Review,AER,15(1),43842,,,,,2020-03-17 00:00:00,2020-03-17 00:00:00,0,1.0,/volume1/web/DB/000543,/volume1/web/DB/Mitchell (1925)_Quantitative analysis in economic theory_AER_15(1)_1-12_en.pdf,/volume1/web/DB/Mitchell1925_AER_inChinese_20200317_pcn.pdf,2020-07-02 00:00:34.095550,1
000544,AER百大,20200304.0,A,賴孚權,AER百大-pcn,506.0,,WH Hamilton,,1919.0,The institutional approach to economic theory,American Economic Review,AER,9(1),309-318,,,,,2020-03-17 00:00:00,2020-03-17 00:00:00,0,1.0,/volume1/web/DB/000544,/volume1/web/DB/Hamilton (1919)_The institutional approach to economic theory_AER_9(1)_309-318_en.pdf,/volume1/web/DB/Hamilton1919_AER_inChinese_20200317_pcn.pdf,2020-07-02 00:00:34.095752,1
000545,AER百大,20200304.0,A,賴孚權,AER百大-fcn,161.0,,WC Mitchell,,1912.0,The backward art of spending money,American Economic Review,AER,2(2),269-281,,,,,2020-03-10 00:00:00,2020-03-10 00:00:00,1,1.0,/volume1/web/DB/000545,/volume1/web/DB/Mitchell (1912)_The backward art of spending money_AER_269-281_en.pdf,/volume1/web/DB/Mitchell1912_AER_inChinese_20200310_fcn.pdf,2020-07-02 00:00:34.094940,1
000546,FC,20200305.0,C,賴孚權,,,,"Inoue, Kamijo and Tomaru",,2009.0,Interregional mixed duopoly,Regional Science and Urban Economics,RSUE,39(2),233-242,,,,,,,0,0.0,,,,,0
000547,FC,20200305.0,C,賴孚權,,,,"Cremer, Marchand and Thisse",,1991.0,Mixed oligopoly with differentiated products,International Journal of Industrial Organization,IJIO,9(1),45-53,,,,,,,0,0.0,,,,,0
000548,FC,20200325.0,A,賴孚權,專書_The Economics of Artificial Intelligence,,,"Agrawal, Gans and Goldfarb","Ajay Agrawal, Joshua Gans, and Avi Goldfarb",2018.0,The Economics of Artificial Intelligence_introduction,,,,,,,,,2020-06-24 00:00:00,2020-06-24 00:00:00,1,2.0,/volume1/web/DB/000548,"/volume1/web/DB/Agrawal, Gans and Goldfarb_The Economics of Artificial Intelligence_introduction_en.pdf",/volume1/web/DB/Agrawal_Gans_Goldfarb2019_BookIntroduction_inChinese_20200624_fcnn.pdf,2020-07-02 00:00:34.096764,1
000549,FC,20200326.0,A,賴孚權,專書_The Economics of Artificial Intelligence,,,Varian,Hal Varian,2018.0,"The Economics of Artificial Intelligence_Ch16. Artificial Intelligence, Economics, and Industrial Organization",,,,,,,,,2020-06-30 00:00:00,2020-06-30 00:00:00,1,1.0,/volume1/web/DB/000549,"/volume1/web/DB/Varian_The Economics of Artificial Intelligence_Ch16. Artificial Intelligence, Economics, and Industrial Organization_en.pdf",/volume1/web/DB/Varian2019_Ch16_inChinese_20200630_fcn.pdf,2020-07-02 00:00:34.096444,1
000550,FC,20200327.0,A,賴孚權,專書_The Economics of Artificial Intelligence,,,Jin,Ginger Zhe Jin,2018.0,The Economics of Artificial Intelligence_Ch18. Artificial Intelligence and Consumer Privacy,,,,,,,,,2020-04-21 00:00:00,2020-04-21 00:00:00,1,1.0,/volume1/web/DB/000550,/volume1/web/DB/Jin_The Economics of Artificial Intelligence_Ch18. Artificial Intelligence and Consumer Privacy_en.pdf,/volume1/web/DB/Jin2018_NBER_inChinese_20200421_fcn.pdf,2020-07-02 00:00:34.096107,1
000551,FC,20200422.0,A,賴孚權,,,,"Cazaubiel, Cure ,Johansen and Vergé","Arthur Cazaubiel, Morgane Cure, Bjørn Olav Johansen, Thibaud Vergé",2020.0,Substitution between online distribution channels: Evidence from the Oslo hotel market,International Journal of Industrial Organization,IJIO,69,102577,,,,,2020-04-27 00:00:00,2020-04-27 00:00:00,0,1.0,/volume1/web/DB/000551,"/volume1/web/DB/Cazaubiel, Cure ,Johansen and Verg?? (2020)_Substitution between online distribution channels Evidence from the Oslo hotel market_IJIO_69_102577_en.pdf",/volume1/web/DB/Cazaubiel_Cure_Johansen_Verge2020_IJIO_inChinese_20200427_pcn.pdf,2020-07-02 00:00:34.096995,1
