流水號,文章來源或個人分類,加入日期,急迫程度,挑選文章的老師,NOTE,Citation,Citation Update,Author(s)-Last Name,Author(s) -Full Name,Year,Paper Name,Journal name,Journal Abbreviations,Vol.(No.),Page,Symposium,JEL code,keyword,PDF檔名,初稿完成日期,最近更新日期,全文,文章進度,資料夾link,原文link,中文link,check log,check,Unnamed: 29,已列印
000763,,20200729,A,黃國昌,簡翻,,,,黃國昌,2012.0,「發現未經斟酌之證人」得否提起再審之訴？,月旦法學教室,,第122期,18-20,,,,,,,0,0.0,,,,,0,,
000764,,20200729,A,黃國昌,簡翻,,,,黃國昌,2012.0,公示送達與再審-以最高法院99年度台上字第432號判決為楔,台灣法學雜誌,,第209期,62-72,,,,,,,0,0.0,,,,,0,,
000765,,20200729,A,黃國昌,簡翻,,,,黃國昌,2012.0,新民事訴訟法連載：第七講──再審（下）,月旦法學教室,,第120期,66-77,,,,,,,0,0.0,,,,,0,,
000766,,20200729,A,黃國昌,簡翻,,,,林常青、「黃國昌」、陳恭平,2012.0,法學方法與實證研究(五)：關聯性與迴歸(下),台灣法學雜誌,,第207期,103-113,,,,,,,0,0.0,,,,,0,,
000767,,20200729,A,黃國昌,簡翻,,,,黃國昌,2012.0,新民事訴訟法連載：第六講──再審（中）,月旦法學教室,,第116期,42-53,,,,,,,0,0.0,,,,,0,,
000768,,20200730,B,賴孚權,簡翻,,,"Gosnell, List, and Metcalfe","Greer K. Gosnell, John A. List, and Robert D. Metcalfe",2020.0,The Impact of Management Practices on Employee Productivity A Field Experiment with Airline Captains,Journal of Political Economy,JPE,128(4),1195-1233,,,,,,,0,0.0,/volume1/web/DB/000768,/volume1/web/DB/000768/000768_en.pdf,,2020-10-03 00:00:04.498026,1,,
000769,,20200729,A,黃國昌,簡翻,,,,黃國昌,2012.0,管轄合意對債權受讓人之效力,月旦法學教室,,第114期,21-23,,,,,,,0,0.0,,,,,0,,
000770,,20200729,A,黃國昌,簡翻,,,Eisenberg and Huang,"Theodore Eisenberg, Kuo-Chang Huang*",2012.0,The effect of rules shifting supreme court jurisdiction from mandatory to discretionary—An empirical lesson from Taiwan,International Review of Law & Economics,,32(1),3月18日,,,,,2020-09-24 00:00:00,2020-09-24 00:00:00,0,1.0,/volume1/web/DB/000770,/volume1/web/DB/000770/000770_en.pdf,/volume1/web/DB/Eisenberg_Huang2012_IRLE_inChinese_20200924_pcn.pdf,2020-10-03 00:00:04.450669,1,,
000771,,20200729,A,黃國昌,簡翻,,,,黃國昌,2012.0,新民事訴訟法連載：第六講──再審（上）,,,第113期,42-54,,,,,,,0,0.0,,,,,0,,
000772,,20200729,A,黃國昌,簡翻,,,,黃國昌,2012.0,紛爭解決機制之舊挑戰與新視野──以英國Private Ombudsman對台灣金融消費者保護法草案之影響為例,,,第13卷第1輯,93-126,,,,,,,0,0.0,,,,,0,,
000773,,20200729,A,黃國昌,簡翻,,,,黃國昌,2012.0,以何為中心的「集中審理」？－以土庫鎮公所請求永年中學返還土地案為例－,,,第193期,37-52,,,,,,,0,0.0,,,,,0,,
000774,,20200730,B,賴孚權,簡翻,,,Grennan and Swanson,Matthew Grennan and Ashley Swanson,2020.0,Transparency and Negotiated Prices The Value of Information in Hospital-Supplier Bargaining,Journal of Political Economy,JPE,128(4),1234-1268,,,,,,,0,0.0,/volume1/web/DB/000774,/volume1/web/DB/000774/000774_en.pdf,,2020-10-03 00:00:04.498149,1,,
000775,,20200729,A,黃國昌,簡翻,,,,黃國昌,2012.0,關於「違反誠實信用原則」抗辯之審?──簡評最高法院97 ??台上字第2263 號判決──,,,第225期,141-189,,,,,,,0,0.0,,,,,0,,
000776,,20200729,A,黃國昌,簡翻,,,,黃國昌,2012.0,民事程序法學的理論與實踐,,,,,,,,,,,0,0.0,,,,,0,,
000777,,20200729,A,黃國昌,簡翻,,,,黃國昌,2012.0,程序法學的實證研究,,,,,,,,,,,0,0.0,,,,,0,,
000778,AER2020,20200731,A,賴孚權,,,,Luco and Marshall,Fernando Luco and Guillermo Marshall,2020.0,The Competitive Impact of Vertical Integration by Multiproduct Firms,American Economic Review,AER,110(7),2041-64,,,,,,,0,0.0,/volume1/web/DB/000778,/volume1/web/DB/000778/000778_en.pdf,,2020-10-03 00:00:04.451359,1,,
000779,,20200729,A,黃國昌,簡翻,,,,黃國昌,2011.0,新民事訴訟法連載：第五講──第三審上訴（下）,,,第109期,42-51,,,,,,,0,0.0,,,,,0,,
000780,,20200730,B,賴孚權,簡翻,,,"Bandiera, Prat, Hansen, and Sadun","Oriana Bandiera, Andrea Prat, Stephen Hansen, and Raffaella Sadun",2020.0,CEO Behavior and Firm Performance,Journal of Political Economy,JPE,128(4),1325-1369,,,,,,,0,0.0,/volume1/web/DB/000780,/volume1/web/DB/000780/000780_en.pdf,,2020-10-03 00:00:04.498278,1,,
000781,,20200729,A,黃國昌,簡翻,,,,黃國昌,2011.0,不利益變更禁止原則之內涵與操作,台灣法學雜誌,,第108期,27-29,,,,,,,0,0.0,,,,,0,,
000782,,20200730,B,賴孚權,簡翻,,,"Mathevet, Perego, and Taneva","Laurent Mathevet, Jacopo Perego, and Ina Taneva",2020.0,On Information Design in Games,Journal of Political Economy,JPE,128(4),1370-1404,,,,,,,0,0.0,/volume1/web/DB/000782,/volume1/web/DB/000782/000782_en.pdf,,2020-10-03 00:00:04.498401,1,,
000783,,20200729,A,黃國昌,簡翻,,,,黃國昌,2011.0,被選定公益社團法人的原告適格－以民事訴訟法第44條之1的要件為中心－,台灣法學雜誌,,第183期,19-31,,,,,,,0,0.0,,,,,0,,
000784,,20200729,A,黃國昌,簡翻,,,,黃國昌,2011.0,公投民主在台灣的實踐困境與展望－一個立基於憲法價值的考察視野－,台灣法學雜誌,,第182期,51-62,,,,,,,0,0.0,,,,,0,,
000785,,20200729,A,黃國昌,簡翻,,,,黃國昌,2011.0,第三審上訴之程式欠缺與補正,台灣法學雜誌,,第106期,16-17,,,,,,,0,0.0,,,,,0,,
000786,,20200729,A,黃國昌,簡翻,,,,黃國昌,2011.0,新民事訴訟法連載：第四講──第三審上訴（上）,月旦法學教室,,第105期,66-75,,,,,,,0,0.0,,,,,0,,
000787,,20200729,A,黃國昌,簡翻,,,,黃國昌,2011.0,美國陪審制度之規範與實證,月旦法學教室,,第194期,68-89,,,,,,,0,0.0,,,,,0,,
000788,,20200730,B,賴孚權,簡翻,,,"Lee, Miguel, and Wolfram","Kenneth Lee, Edward Miguel, and Catherine Wolfram",2020.0,Experimental Evidence on the Economics of Rural Electrification,Journal of Political Economy,JPE,128(4),1523-1565,,,,,,,0,0.0,/volume1/web/DB/000788,/volume1/web/DB/000788/000788_en.pdf,,2020-10-03 00:00:04.497402,1,,
000789,,20200729,A,黃國昌,簡翻,,,,黃國昌,2011.0,與大師對話：民事訴訟法學的制高點──進入一個博大精深的美麗殿堂,月旦法學教室,,第100期,129-138,,,,,,,0,0.0,,,,,0,,
000790,,20200729,A,黃國昌,簡翻,,,,黃國昌,2011.0,債權人就債務人所受支付命令的代位異議─簡評最高法院九七年度台抗字第四九?號裁定─,台灣法學雜誌,,第167期,41-52,,,,,,,0,0.0,,,,,0,,
000791,,20200729,A,黃國昌,簡翻,,,,「黃國昌」、湯德宗,2011.0,台灣法官的在職進修–現況與憧憬初探,2010兩岸四地學術發展 法學教育與法治教育（下）,,,,,,,,,,0,0.0,,,,,0,,
000792,,20200729,A,黃國昌,簡翻,,,,黃國昌,2011.0,2010人民參政權：挫敗而倒退的一年,2010年台灣人權報告,,,,,,,,,,0,0.0,,,,,0,,
000793,,20200729,A,陳珈惠,簡翻,,,Chen,Chia-Hui Chen,2012.0,Name Your Own Price at Priceline.com: Strategic Bidding and Lockout Periods,REVIEW OF ECONOMIC STUDIES,RES,79(4),1341-1369,,,,,2020-09-24 00:00:00,2020-09-24 00:00:00,0,1.0,/volume1/web/DB/000793,/volume1/web/DB/000793/000793_en.pdf,/volume1/web/DB/Chen2012_RES_inChinese_20200924_pcn.pdf,2020-10-03 00:00:04.452699,1,,
000794,,20200729,A,陳珈惠,簡翻,,,Chen,Chia-Hui Chen,2012.0,"Type Composition, Career Concerns, and Signaling Efforts",THEORY AND DECISION,TD,73(3),401-422,,,,,2020-09-23 00:00:00,2020-09-23 00:00:00,0,1.0,/volume1/web/DB/000794,/volume1/web/DB/000794/000794_en.pdf,/volume1/web/DB/Chen2012_TD_inChinese_20200923_pcn.pdf,2020-10-03 00:00:04.452901,1,,
000795,,20200729,A,陳忠榮,簡翻,,,,"V. Pradeep, Mita Bhattacharya, Jong-Rong Chen",2017.0,"Spillover Effects of Research and Development, Exports and Foreign Investment on Productivity: Empirical Evidence from Indian Manufacturing",Journal of South Asian Development,JSAD,12(1),18-41,,,,,,,0,0.0,,,,,0,,
000796,,20200729,A,陳忠榮,簡翻,,,"Chen, Kana and Tung","Jong-Rong Chen, Kamhon Kana, I-Hsuan Tung",2016.0,Scientific Linkage and Firm Productivity: Panel Data Evidence from Taiwanese Electronics Firms,Research Policy,RP,45(7),1449-1459,,,,,2020-09-23 00:00:00,2020-09-23 00:00:00,0,1.0,/volume1/web/DB/000796,/volume1/web/DB/000796/000796_en.pdf,/volume1/web/DB/rp_Chen_Kan_Tung2016_RP_inChinese_20200923_pcn.pdf,2020-10-03 00:00:04.453191,1,,
000797,,20200729,A,陳忠榮,簡翻,,,"Tsai, Mujherjee and Chen","Yingyi Tsai, Arijit Mukherjee, Jong-Rong Chen",2016.0,"Host Market Competition, Foreign FDI and Domestic Welfare",International Review of Economics and Finance,IREF,42,13-22,,,,,,,0,0.0,/volume1/web/DB/000797,/volume1/web/DB/000797/000797_en.pdf,,2020-10-03 00:00:04.453328,1,,
000798,,20200729,A,陳忠榮,簡翻,,,,朱珊瑩、陳忠榮,2015.0,台灣網際網路使用種類、社會資本與快樂程度,Academia Economic Papers,AEP,43(4),535-587,,,,,,,0,0.0,/volume1/web/DB/000798,/volume1/web/DB/000798/000798_en.pdf,,2020-10-03 00:00:04.453458,1,,
000799,,20200729,A,陳忠榮,簡翻,,,"Chen, Chu, Ou and Yang","Jong-Rong Chen, Yun-Peng Chu, Yi-Pey Ou, Chih-Hai Yang",2015.0,R&D Specialization and Manufacturing Productivity Growth: A Cross-Country Study,Japan and the World Economy,JWE,34-35,33-43,,,,,,,0,0.0,,,,,0,,
000800,,20200729,A,陳忠榮,簡翻,,,"Lin, Chen and Yang","Pin-Hua Lin, Jong-Rong Chen, Chih-Hai Yang",2014.0,Academic Research Resources and Academic Quality: A Cross-Country Analysis,Scientometrics,Scientometrics,101(1),109-123,,,,,2020-08-19 00:00:00,2020-08-19 00:00:00,1,1.0,/volume1/web/DB/000800,/volume1/web/DB/000800/000800_en.pdf,/volume1/web/DB/Lin_Chen_Yang2014_Scientometrics_inChinese_20200819_fcn.pdf,2020-10-03 00:00:04.453783,1,,
000801,,20200729,A,梁定澎,簡翻,,,"Chung, Liang, Peng, Chen and Sharma","Chung, T.T. (Rachel); Liang, T.P.; Peng, C. H.; Chen, D. N.; Sharma, P. N. (Jun 2019,",2019.0,Knowledge Creation and Organizational Performance: Moderating and Mediating Processes from an Organizational Agility Perspective,AIS Transactions on Human-Computer Interaction,AIS,(11)2,79-106,,,,,,,0,0.0,/volume1/web/DB/000801,/volume1/web/DB/000801/000801_en.pdf,,2020-10-03 00:00:04.452498,1,,
000802,JPE2020,20200730,B,賴孚權,簡翻,,,Bilir and Morales,L. Kamran Bilir and Eduardo Morales,2020.0,Innovation in the Global Firm,Journal of Political Economy,JPE,128(4),1566–1625,,,,,,,0,0.0,/volume1/web/DB/000802,/volume1/web/DB/000802/000802_en.pdf,,2020-10-03 00:00:04.498642,1,,
000803,JPE2020,20200730,B,賴孚權,簡翻,,,Ray and Vohra,Debraj Ray and Rajiv Vohra,2020.0,Games of Love and Hate,Journal of Political Economy,JPE,128(5),1789–1825,,,,,,,0,0.0,/volume1/web/DB/000803,/volume1/web/DB/000803/000803_en.pdf,,2020-10-03 00:00:04.498763,1,,
000804,JPE2020,20200730,B,賴孚權,簡翻,,,Andries and Haddad,Marianne Andries and Valentin Haddad,2020.0,Information Aversion,Journal of Political Economy,JPE,128(5),1901–1939,,,,,,,0,0.0,/volume1/web/DB/000804,/volume1/web/DB/000804/000804_en.pdf,,2020-10-03 00:00:04.498885,1,,
000805,JPE2020,20200730,B,賴孚權,簡翻,,,"Fang, Noe, and Strack","Dawei Fang, Thomas Noe, and Philipp Strack",2020.0,Turning Up the Heat: The Discouraging Effect of Competition in Contests,Journal of Political Economy,JPE,128(5),1940–1975,,,,,,,0,0.0,/volume1/web/DB/000805,/volume1/web/DB/000805/000805_en.pdf,,2020-10-03 00:00:04.499007,1,,
000806,JPE2020,20200730,B,賴孚權,簡翻,,,"Orlov, Skrzypacz, and Zryumov","Dmitry Orlov, Andrzej Skrzypacz, and Pavel Zryumov",2020.0,Persuading the Principal to Wait,Journal of Political Economy,JPE,128(7),2542–2578,,,,,,,0,0.0,/volume1/web/DB/000806,/volume1/web/DB/000806/000806_en.pdf,,2020-10-03 00:00:04.499130,1,,
000807,JPE2020,20200730,B,賴孚權,簡翻,,,Harstad,B?rd Harstad,2020.0,Technology and Time Inconsistency,Journal of Political Economy,JPE,128(7),2653–2689,,,,,,,0,0.0,/volume1/web/DB/000807,/volume1/web/DB/000807/000807_en.pdf,,2020-10-03 00:00:04.499263,1,,
000808,JPE2020,20200730,B,賴孚權,簡翻,,,Sotelo,Sebastian Sotelo,2020.0,Domestic Trade Frictions and Agriculture,Journal of Political Economy,JPE,128(7),2690–2738,,,,,,,0,0.0,/volume1/web/DB/000808,/volume1/web/DB/000808/000808_en.pdf,,2020-10-03 00:00:04.499385,1,,
000809,JPE2020,20200730,B,賴孚權,簡翻,,,"Cappelen, List, Samek, and Tungodden","Alexander Cappelen, John List, Anya Samek, and Bertil Tungodden",2020.0,The Effect of Early-Childhood Education on Social Preferences,Journal of Political Economy,JPE,128(7),2739–2758,,,,,,,0,0.0,/volume1/web/DB/000809,/volume1/web/DB/000809/000809_en.pdf,,2020-10-03 00:00:04.499506,1,,
000810,JPE2020,20200730,B,賴孚權,簡翻,,,Goldin and Reck,Jacob Goldin and Daniel Reck,2020.0,Revealed-Preference Analysis with Framing Effects,Journal of Political Economy,JPE,128(7),2759–2795,,,,,,,0,0.0,/volume1/web/DB/000810,/volume1/web/DB/000810/000810_en.pdf,,2020-10-03 00:00:04.499632,1,,
000811,JPE2020,20200730,B,賴孚權,簡翻,,,"Cattaneo, Ma, Masatlioglu, and Suleymanov","Matias D. Cattaneo, Xinwei Ma, Yusufcan Masatlioglu, and Elchin Suleymanov",2020.0,A Random Attention Model,Journal of Political Economy,JPE,128(7),2796–2836,,,,,,,0,0.0,/volume1/web/DB/000811,/volume1/web/DB/000811/000811_en.pdf,,2020-10-03 00:00:04.498521,1,,
000812,QJE2020,20200730,B,賴孚權,簡翻,,,"Eliason, Heebsh, McDevitt, Roberts","Paul J Eliason, Benjamin Heebsh, Ryan C McDevitt, James W Roberts",2020.0,How Acquisitions Affect Firm Behavior and Performance: Evidence from the Dialysis Industry,Quarterly Journal of Economics,QJE,135(1),221-267,,,,,,,0,0.0,/volume1/web/DB/000812,/volume1/web/DB/000812/000812_en.pdf,,2020-10-03 00:00:04.499876,1,,
000813,QJE2020,20200730,B,賴孚權,簡翻,,,"Card, Vigna, Funk, Iriberri","David Card, Stefano DellaVigna, Patricia Funk, Nagore Iriberri",2020.0,Are Referees and Editors in Economics Gender Neutral?,Quarterly Journal of Economics,QJE,135(1),269-327,,,,,,,0,0.0,/volume1/web/DB/000813,/volume1/web/DB/000813/000813_en.pdf,,2020-10-03 00:00:04.499998,1,,
000814,QJE2020,20200730,B,賴孚權,簡翻,,,"Jakobsen, Jakobsen, Kleven, Zucman","Katrine Jakobsen, Kristian Jakobsen, Henrik Kleven, Gabriel Zucman",2020.0,Wealth Taxation and Wealth Accumulation: Theory and Evidence From Denmark,Quarterly Journal of Economics,QJE,135(1),329-388,,,,,,,0,0.0,/volume1/web/DB/000814,/volume1/web/DB/000814/000814_en.pdf,,2020-10-03 00:00:04.500119,1,,
000815,QJE2020,20200730,B,賴孚權,簡翻,,,"Fajgelbaum, Gaubert","Pablo D Fajgelbaum, Cecile Gaubert",2020.0,"Optimal Spatial Policies, Geography, and Sorting",Quarterly Journal of Economics,QJE,135(2),959-1036,,,,,,,0,0.0,/volume1/web/DB/000815,/volume1/web/DB/000815/000815_en.pdf,,2020-10-03 00:00:04.500248,1,,
000816,QJE2020,20200730,B,賴孚權,簡翻,,,"Hendren, Keyser","Nathaniel Hendren, Ben Sprung-Keyser",2020.0,A Unified Welfare Analysis of Government Policies,Quarterly Journal of Economics,QJE,135(3),1209-1318,,,,,,,0,0.0,/volume1/web/DB/000816,/volume1/web/DB/000816/000816_en.pdf,,2020-10-03 00:00:04.500370,1,,
000817,QJE2020,20200730,B,賴孚權,簡翻,,,"Backus, Blake, Larsen, Tadelis","Matthew Backus, Thomas Blake, Brad Larsen, Steven Tadelis",2020.0,Sequential Bargaining in the Field: Evidence from Millions of Online Bargaining Interactions,Quarterly Journal of Economics,QJE,135(3),1319-1361,,,,,,,0,0.0,/volume1/web/DB/000817,/volume1/web/DB/000817/000817_en.pdf,,2020-10-03 00:00:04.500492,1,,
000818,QJE2020,20200730,B,賴孚權,簡翻,,,"Bordalo, Gennaioli, Shleifer","Pedro Bordalo, Nicola Gennaioli, Andrei Shleifer",2020.0,"Memory, Attention, and Choice",Quarterly Journal of Economics,QJE,135(3),1399-1442,,,,,,,0,0.0,/volume1/web/DB/000818,/volume1/web/DB/000818/000818_en.pdf,,2020-10-03 00:00:04.500612,1,,
000819,QJE2020,20200730,B,賴孚權,簡翻,,,"Caballero, Simsek","Ricardo J Caballero, Alp Simsek",2020.0,A Risk-Centric Model of Demand Recessions and Speculation,Quarterly Journal of Economics,QJE,135(3),1493-1566,,,,,,,0,0.0,/volume1/web/DB/000819,/volume1/web/DB/000819/000819_en.pdf,,2020-10-03 00:00:04.500733,1,,
000820,QJE2020,20200730,B,賴孚權,簡翻,,,"Chetty, Friedman, Saez, Turner, Yagan","Raj Chetty, John N Friedman, Emmanuel Saez, Nicholas Turner, Danny Yagan",2020.0,Income Segregation and Intergenerational Mobility Across Colleges in the United States,Quarterly Journal of Economics,QJE,135(3),1567-1633,,,,,,,0,0.0,/volume1/web/DB/000820,/volume1/web/DB/000820/000820_en.pdf,,2020-10-03 00:00:04.500855,1,,
000821,QJE2020,20200730,B,賴孚權,簡翻,,,"Sandvik, Saouma, Seegert, Stanton","Jason J Sandvik, Richard E Saouma, Nathan T Seegert, Christopher T Stanton",2020.0,Workplace Knowledge Flows,Quarterly Journal of Economics,QJE,135(3),1635-1680,,,,,,,0,0.0,/volume1/web/DB/000821,/volume1/web/DB/000821/000821_en.pdf,,2020-10-03 00:00:04.499754,1,,
000822,REStud2020,20200730,B,賴孚權,簡翻,,,"Chade, Eeckhout","Hector Chade, Jan Eeckhout",2020.0,Competing Teams,Review of Economic Studies,REStud,87(3),1134-1173,,,,,,,0,0.0,/volume1/web/DB/000822,/volume1/web/DB/000822/000822_en.pdf,,2020-10-03 00:00:04.501097,1,,
000823,REStud2020,20200730,B,賴孚權,簡翻,,,"Fujiwara, Sanz","Thomas Fujiwara, Carlos Sanz",2020.0,Rank Effects in Bargaining: Evidence from Government Formation,Review of Economic Studies,REStud,87(3),1261-1295,,,,,,,0,0.0,/volume1/web/DB/000823,/volume1/web/DB/000823/000823_en.pdf,,2020-10-03 00:00:04.501225,1,,
000824,REStud2020,20200730,B,賴孚權,簡翻,,,"Hugonnier, Lester, Weill","Julien Hugonnier, Benjamin Lester, Pierre-Olivier Weill",2020.0,Frictional Intermediation in Over-the-Counter Markets,Review of Economic Studies,REStud,87(3),1432-1469,,,,,,,0,0.0,/volume1/web/DB/000824,/volume1/web/DB/000824/000824_en.pdf,,2020-10-03 00:00:04.501347,1,,
000825,REStud2020,20200730,B,賴孚權,簡翻,,,"Sahni, Nair","Navdeep S Sahni, Harikesh S Nair",2020.0,Does Advertising Serve as a Signal? Evidence from a Field Experiment in Mobile Search,Review of Economic Studies,REStud,87(3),1529-1564,,,,,,,0,0.0,/volume1/web/DB/000825,/volume1/web/DB/000825/000825_en.pdf,,2020-10-03 00:00:04.501469,1,,
000826,REStud2020,20200730,B,賴孚權,簡翻,,,"Black, Devereux, Lundborg, Majlesi","Sandra E Black, Paul J Devereux, Petter Lundborg, Kaveh Majlesi",2020.0,Poor Little Rich Kids? The Role of Nature versus Nurture in Wealth and Other Economic Outcomes and Behaviours,Review of Economic Studies,REStud,87(4),1683-1725,,,,,,,0,0.0,/volume1/web/DB/000826,/volume1/web/DB/000826/000826_en.pdf,,2020-10-03 00:00:04.501599,1,,
000827,REStud2020,20200730,B,賴孚權,簡翻,,,"Giorgi, Frederiksen, Pistaferri","Giacomo De Giorgi, Anders Frederiksen, Luigi Pistaferri",2020.0,Consumption Network Effects,Review of Economic Studies,REStud,87(1),130-163,,,,,,,0,0.0,/volume1/web/DB/000827,/volume1/web/DB/000827/000827_en.pdf,,2020-10-03 00:00:04.501720,1,,
000828,REStud2020,20200730,B,賴孚權,簡翻,,,"Aguirregabiria, Magesan","Victor Aguirregabiria, Arvind Magesan",2020.0,Identification and Estimation of Dynamic Games When Players’ Beliefs Are Not in Equilibrium,Review of Economic Studies,REStud,87(2),582-625,,,,,,,0,0.0,/volume1/web/DB/000828,/volume1/web/DB/000828/000828_en.pdf,,2020-10-03 00:00:04.501847,1,,
000829,REStud2020,20200730,B,賴孚權,簡翻,,,"Bethune, Choi, Wright","Zachary Bethune, Michael Choi, Randall Wright",2020.0,Frictional Goods Markets: Theory and Applications,Review of Economic Studies,REStud,87(2),691-720,,,,,,,0,0.0,/volume1/web/DB/000829,/volume1/web/DB/000829/000829_en.pdf,,2020-10-03 00:00:04.501968,1,,
000830,REStud2020,20200730,B,賴孚權,簡翻,,,Zacchia,Paolo Zacchia,2020.0,Knowledge Spillovers through Networks of Scientists,Review of Economic Studies,REStud,87(4),1989-2018,,,,,,,0,0.0,/volume1/web/DB/000830,/volume1/web/DB/000830/000830_en.pdf,,2020-10-03 00:00:04.500976,1,,
000831,Econometrica2020,20200730,B,賴孚權,簡翻,,,"Chandrasekhar, Larreguy, Xandri","Arun G. Chandrasekhar, Horacio Larreguy, Juan Pablo Xandri",2020.0,Testing Models of Social Learning on Networks: Evidence From Two Experiments,Econometrica,Econometrica,88(1),1-32,,,,,,,0,0.0,/volume1/web/DB/000831,/volume1/web/DB/000831/000831_en.pdf,,2020-10-03 00:00:04.502222,1,,
000832,Econometrica2020,20200730,B,賴孚權,簡翻,,,"Acemoglu, Azar","Daron Acemoglu, Pablo D. Azar",2020.0,Endogenous Production Networks,Econometrica,Econometrica,88(1),33-82,,,,,,,0,0.0,/volume1/web/DB/000832,/volume1/web/DB/000832/000832_en.pdf,,2020-10-03 00:00:04.502345,1,,
000833,Econometrica2020,20200730,B,賴孚權,簡翻,,,"Buera, Oberfield","Francisco J. Buera, Ezra Oberfield",2020.0,The Global Diffusion of Ideas,Econometrica,Econometrica,88(1),83-114,,,,,,,0,0.0,/volume1/web/DB/000833,/volume1/web/DB/000833/000833_en.pdf,,2020-10-03 00:00:04.502467,1,,
000834,Econometrica2020,20200730,B,賴孚權,簡翻,,,"Akbarpour,Li","Mohammad Akbarpour,Shengwu Li",2020.0,Credible Auctions: A Trilemma,Econometrica,Econometrica,88(2),425-467,,,,,,,0,0.0,/volume1/web/DB/000834,/volume1/web/DB/000834/000834_en.pdf,,2020-10-03 00:00:04.502588,1,,
